run_id,chunking_strategy,cleaning,embedder_type,embedder_model,batch_size,chunk_size,overlap,num_chunks,doc_embedding_seconds,query_embedding_seconds,rss_mb_after,gpu_peak_mb,hit@1,hit@3,hit@5,mrr,avg_first_rank,run_dir
20260226_092423,naive_tokens,deep,sentence_transformers,sentence-transformers/all-MiniLM-L6-v2,128,300,100,117,1.8291195000056177,0.27121699997223914,1205.74609375,-1.0,0.30303030303030304,0.5151515151515151,0.6666666666666666,0.43232323232323233,2.227272727272727,results\runs\embed_20260226_092423
20260226_092438,naive_tokens,deep,sentence_transformers,BAAI/bge-small-en-v1.5,64,300,100,117,6.119552799966186,0.4322741001378745,1260.44140625,-1.0,0.42424242424242425,0.6363636363636364,0.696969696969697,0.5272727272727273,1.7826086956521738,results\runs\embed_20260226_092438
20260226_092508,naive_tokens,deep,sentence_transformers,nomic-ai/nomic-embed-text-v1.5,64,300,100,117,20.044426900101826,1.075427200179547,3346.171875,-1.0,0.36363636363636365,0.6363636363636364,0.7575757575757576,0.5085858585858585,2.04,results\runs\embed_20260226_092508
